Interval,Open,High,Low,Close,Volume
0,225.842766028584,226.52563268247204,225.61945492201207,226.49770151100856,10905621.358351424
1,226.68617537845014,226.76312370025192,225.7522468666858,225.97752781932897,9210825.313048229
2,225.9304975949545,226.12843889555887,224.64915475569023,224.77633131746703,5829384.740644739
3,224.61899409670454,224.68349494440938,223.40351266719074,223.52910413476874,676428.7754377718
4,223.62441385911842,223.68736295870326,222.20410526762987,222.28303671990744,3848549.4622604344
5,222.50531975662733,222.65547413125302,221.6385729544915,221.8473479134252,0.0
6,222.0177327446196,222.6310770750256,221.82071149605062,222.43920358720285,2247667.2640293185
7,222.33718503380976,222.5383212204272,221.05000088587823,221.19921184451417,7948476.569839526
8,221.23190842955879,222.78038694177013,221.0676963559964,222.7783787463361,0.0
9,222.55560036758976,222.6211209969393,221.86857961055412,222.01546717091227,6299308.346557569
10,221.79345170374137,223.23187250272588,221.75948119604476,223.09428663215866,6487614.836103374
11,223.3173809187908,224.44406701394104,223.1081992712083,224.43678171218386,1303882.8004969885
12,224.24793882105266,226.14655299084447,224.17354324607268,226.13024588425634,2243438.2838148703
13,226.35637613014057,226.53082804360736,225.8123852593937,225.86734473651262,5769631.502346547
14,225.68038853187196,225.78251399122948,225.48411641692792,225.7183857389448,5203948.083526002
15,225.94410412468372,226.76850637695946,225.83407821767182,226.64269751871635,1264062.7189793163
16,226.80232675790916,228.30711647370288,226.61432160276703,228.24887620532542,8090362.505025458
17,228.26603589959026,228.3925810476946,226.94466000219006,226.97649832764785,5837348.486375358
18,226.7495218293202,227.3148948823856,226.5233062522041,227.11767101484645,2373001.085943058
19,227.34478868586126,227.62618918221213,227.22321432355207,227.40575866578092,2099737.4409327703
20,227.17835290711514,229.34046948862766,226.97142803458982,229.12162494173438,1978383.8777030213
21,229.30261619307888,229.32647095824535,228.21809584886805,228.2579328010935,1883635.6247575558
22,228.48619073389455,228.56274373466826,228.2561903560473,228.38063816396271,5839354.4614012055
23,228.51314748303983,228.66889815388058,227.85539366145224,227.98547503218484,447995.63315055706
24,228.0979773630379,228.73578932622388,227.95073966644028,228.56302775288157,4312258.013362963
25,228.79159078063444,228.9108659240298,227.0663458840941,227.28889863118476,4894101.676301132
26,227.0616097325536,227.23451165797226,226.7481303108455,226.8212628791724,7545271.39685877
27,227.04808414205155,228.26169355356998,227.02757558374066,228.2050742705894,0.0
28,228.10631387350554,228.16550503595863,227.42703241455789,227.47609421644927,9197241.841418106
29,227.3551448602221,227.5639435442986,227.21842383953668,227.45190375590565,3058316.0654595457
30,227.25168063819353,227.4524224145057,227.13537302937877,227.29778108845326,11506622.304124832
31,227.25629934005983,228.2511878475687,227.1266696856135,228.14529199186933,3998314.488021115
32,227.91714669987746,229.87393015432974,227.75088685017073,229.68240192557238,2159552.3469975432
